Date,ACN,ADBE,AMZN,AAPL,CSCO,FB,GOOG,IBM,INTC,MSFT,NFLX,ORCL,CRM,QCOM,XOM,T,KR,BAC,GE,LMT,HPQ,JPM,PG,UPS,RTX,DELL,WFC,DIS,AXP
6/7/2005,23.91,32.26,35.35,1.31,19.41,#N/A,146.56,75.04,26.86,25.51,2.14,12.59,4.94,37.26,57.45,23.44,8.36,45.86,36.84,64.78,10.22,35.48,55.45,73.02,33.68,#N/A,30.69,27.29,47.86
6/8/2005,23.6,32.26,34.83,1.32,19.41,#N/A,141,74.8,27.1,25.4,2.12,12.67,4.97,36.93,56.73,23.54,8.36,45.91,36.8,64.68,10.18,35.67,55.31,72.36,33.42,#N/A,30.75,27.41,47.75
6/9/2005,23.68,32.49,35.2,1.34,19.47,#N/A,143.15,74.93,27.7,25.51,2.24,12.67,5.04,36.54,58.44,23.41,8.39,46.09,36.79,65.2,10.33,35.5,55.2,71.2,33.33,#N/A,30.67,27.55,47.87
6/10/2005,23.94,31.13,34.95,1.28,19.24,#N/A,141.25,74.77,26.98,25.43,2.42,12.64,4.93,36,58.38,23.63,8.32,46,36.63,65.15,10.67,35.43,54.75,70.96,33.02,#N/A,30.66,27.52,47.89
6/13/2005,23.85,31.65,34.87,1.28,19.3,#N/A,141.37,75.05,27,25.31,2.38,12.6,5.12,36.13,58.45,23.91,8.26,45.92,36.55,64.58,10.85,35.5,54.31,70.17,33.18,#N/A,30.55,27.76,48.11
6/14/2005,23.33,31.98,35.04,1.29,19.18,#N/A,139.17,74.89,26.7,25.36,2.43,12.48,5.15,35.08,58.55,23.9,8.35,45.97,36.41,64.46,10.83,35.6,54.39,70.04,33.32,#N/A,30.58,27.64,48.14
6/15/2005,22.99,32,35.24,1.33,19.32,#N/A,137.4,76.3,26.94,25.26,2.45,12.62,5.02,34.86,59.25,24.01,8.74,46.6,36.32,64.23,10.84,35.71,54.4,69.85,32.95,#N/A,30.68,27.04,48.14
6/16/2005,23.35,32.41,35.58,1.36,19.53,#N/A,138.72,77.05,27.12,25.04,2.52,12.46,4.96,34.97,60.12,23.95,8.79,46.43,36.11,64.18,10.85,35.9,54.25,70.49,33.06,#N/A,30.73,26.78,48.07
6/17/2005,23.62,31.34,35.31,1.37,19.53,#N/A,140.15,76.39,27.12,25.04,2.46,12.34,5.12,34.9,60.89,24.02,8.7,46.64,36.5,64.66,10.86,36.08,54.42,70.98,33.44,#N/A,30.8,26.7,48
6/20/2005,23.85,31.09,35.69,1.34,19.6,#N/A,143.35,76.55,26.9,25.11,2.46,12.41,5.22,35.21,60.85,24.07,8.85,46.71,36.28,64.74,10.83,36.05,54.25,70.7,33.54,#N/A,30.83,26.59,47.81
6/21/2005,23.88,30.79,35.38,1.35,19.77,#N/A,143.91,76.41,27.18,25.15,2.38,12.55,5.01,35.12,59.51,23.87,9.73,47.08,36.15,64.86,11.17,36.04,54.33,70.56,33.29,#N/A,30.75,26.73,47.93
6/22/2005,23.91,30.56,35.22,1.38,19.8,#N/A,144.65,77.23,27.11,25.07,2.36,12.63,4.99,34.91,59.67,23.78,9.72,47.07,35.72,64.82,11.12,36.26,54.44,70.23,33.33,#N/A,30.86,26.69,47.95
6/23/2005,23,30.05,35.43,1.39,19.78,#N/A,144.85,75.41,26.77,25.31,2.29,12.51,4.97,34,59.02,23.66,9.74,46.6,34.66,64.26,11.07,35.93,53.66,68.91,32.96,#N/A,30.51,26.27,46.99
6/24/2005,22.9,29.24,35.02,1.35,19.3,#N/A,148.62,74.01,26.1,25.04,2.25,12.5,5.2,33.58,58.15,23.5,9.84,46.75,34.78,63.51,10.81,35.57,52.82,68.6,32.8,#N/A,30.36,26.04,46.93
6/27/2005,22.72,28.84,34.5,1.33,19.03,#N/A,152.05,73.88,25.86,25.05,2.28,12.54,5.06,33.59,59.3,23.57,9.7,46.4,34.61,63.5,10.67,35.59,52.67,68.4,32.42,#N/A,30.3,25.63,46.72
6/28/2005,23.26,28.7,33.71,1.33,19.16,#N/A,151,75.3,26.33,25.07,2.3,12.83,5.17,33.5,59.09,23.7,9.63,46.67,35.15,64.42,10.74,35.92,53.33,69.82,33.37,#N/A,30.67,25.86,47.27
6/29/2005,22.62,29.1,33.35,1.3,19.36,#N/A,146.36,74.73,26.25,25.09,2.33,13.57,5.21,33.54,58.44,23.94,9.57,46.91,35,64.15,10.93,35.96,53.47,69.38,33.04,#N/A,30.97,25.43,46.84
6/30/2005,22.67,28.61,33.09,1.31,19.08,#N/A,147.07,74.2,26.02,24.84,2.34,13.2,5.12,33.01,57.47,23.75,9.52,45.61,34.65,64.87,10.67,35.32,52.75,69.16,32.31,#N/A,30.79,25.18,46.59
7/1/2005,23.28,28.45,32.91,1.3,18.99,#N/A,145.62,74.67,26.21,24.71,2.36,13.29,4.88,33.6,58.31,23.93,9.43,44.98,34.74,64.55,10.66,35.06,52.9,69.21,32.33,#N/A,30.64,25.09,46.87
7/4/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
7/5/2005,23.13,27.98,34.08,1.36,18.82,#N/A,147.85,74.79,26.68,24.98,2.35,13.27,4.88,33.59,60.14,24.1,9.61,45.11,34.72,63.98,10.76,34.97,52.75,68.92,32.5,#N/A,30.6,25.04,47.23
7/6/2005,23.6,26.92,34.06,1.34,18.82,#N/A,145.76,75.81,26.5,24.7,2.39,13.32,4.88,33.4,59.11,23.61,9.62,44.7,34.32,63,10.88,34.6,52.5,67.71,31.81,#N/A,30.42,24.79,46.62
7/7/2005,22.2,27.51,33.96,1.34,18.84,#N/A,147.77,77.38,26.56,24.65,2.42,13.29,4.86,33.47,59.52,23.36,9.61,44.68,34.18,62.84,10.96,34.46,52.16,68.7,31.93,#N/A,30.32,24.45,46.8
7/8/2005,24.21,27.93,34.74,1.37,19.31,#N/A,148.11,79.3,27.28,25.09,2.39,13.56,4.88,34.75,59.4,23.57,9.74,45.15,34.99,62.5,11.02,34.81,52.96,69.95,32.43,#N/A,30.64,25,47.21
7/11/2005,24.22,27.99,35.59,1.36,19.54,#N/A,146.63,78.96,27.7,25.29,2.46,13.71,4.95,35.2,59.97,23.79,9.73,45.17,35.11,61.77,10.96,34.96,53.9,69.79,32.59,#N/A,30.87,25.18,47.24
7/12/2005,23.74,28.45,36.31,1.37,19.78,#N/A,145.89,80.04,27.75,25.61,2.41,13.8,4.97,35.1,59.89,23.88,9.7,45.31,35.1,61.88,10.95,35.25,53.94,69.79,32.2,#N/A,30.78,25.41,47.12
7/13/2005,23.52,29.05,36.51,1.37,19.97,#N/A,149.43,81.45,27.59,25.66,2.36,13.96,5.19,34.92,59.76,23.89,9.73,45.75,35.18,61.48,11.09,35.49,54.58,69.96,32.38,#N/A,30.87,25.71,47.21
7/14/2005,23.62,29.13,37.19,1.46,19.94,#N/A,150.44,82.42,27.88,25.97,2.36,14.05,5.67,35.35,58.59,24.1,9.78,45.81,35.63,61.65,11.18,35.69,54.75,70.67,32.48,#N/A,31.24,26.33,47.34
7/15/2005,23.5,28.9,37.15,1.48,19.89,#N/A,150.59,82.38,28.3,25.79,2.34,14.04,5.7,35.58,58.16,24.12,9.79,45.98,35.53,61.75,11.32,35.86,54.5,70.15,32.54,#N/A,31.44,26.38,47.06
7/18/2005,23.79,28.84,37.19,1.48,19.65,#N/A,149.77,81.81,28.23,25.55,2.33,13.9,5.56,35.12,58.15,23.84,9.82,45.08,35.2,61.47,11.31,35.51,54.62,69.97,32.33,#N/A,31,26.05,46.39
7/19/2005,24.56,29.31,38.17,1.54,20.17,#N/A,154.94,83.7,28.71,26.16,2.34,13.94,5.73,35.8,58.78,23.79,9.76,44.82,35.33,61.58,11.13,35.21,54.88,70.15,32.63,#N/A,30.92,25.76,46.74
7/20/2005,24.53,29.46,38.17,1.56,20.12,#N/A,156,84.6,27.44,26.19,2.41,14.03,5.75,36.09,59,23.8,9.77,44.86,35.3,61.75,11.23,35.16,55.02,72.82,32.69,#N/A,31.11,25.83,47.19
7/21/2005,24.85,29.53,37.95,1.55,19.56,#N/A,156.97,84.4,27.03,26.44,2.38,13.72,5.7,39.01,57.89,23.71,9.65,44.6,35,61.65,11.03,35.4,55.13,72.52,32.6,#N/A,30.89,25.56,47.56
7/22/2005,24.8,29.78,37.95,1.57,19.32,#N/A,151.19,84.44,26.75,25.68,2.34,13.8,5.65,39.3,59.5,23.72,9.75,44.85,35.07,62,10.98,35.6,54.99,72.92,32.18,#N/A,30.88,25.83,47.77
7/25/2005,24.85,29.65,37.95,1.56,18.85,#N/A,147.92,84.2,26.52,25.69,2.42,13.79,5.62,39.29,59.94,23.83,9.78,44.66,34.77,62.51,11.03,35.44,54.94,72.7,31.75,#N/A,30.92,25.64,47.76
7/26/2005,24.99,29.75,37.74,1.56,19.06,#N/A,148.04,84.12,26.89,25.54,2.72,13.79,5.66,39.54,59.6,24.04,9.93,44.53,34.7,63.99,11.06,35.37,55.11,73.42,31.69,#N/A,31,25.88,47.51
7/27/2005,25.05,29.82,43.65,1.57,19.18,#N/A,148.46,83.87,27.06,25.72,2.79,13.84,5.65,40.15,59.6,24.31,9.91,44.15,34.8,64.06,11.25,35.35,55.37,73.2,31.98,#N/A,30.9,25.83,48.1
7/28/2005,25.01,30.11,45.68,1.56,19.3,#N/A,146.75,83.8,27.34,25.75,2.7,13.85,5.95,39.78,60,24.73,9.96,44.01,34.88,63.1,11.12,35.46,55.82,73.73,32.31,#N/A,30.97,25.95,48.56
7/29/2005,25.04,29.64,45.15,1.52,19.15,#N/A,143.88,83.46,27.14,25.61,2.65,13.57,5.89,39.48,58.75,24.45,9.93,43.6,34.5,62.4,11.18,35.14,55.63,72.97,31.91,#N/A,30.67,25.64,48.14
8/1/2005,25,29.46,44.93,1.53,19.26,#N/A,145.8,83.43,27.11,25.92,2.76,13.52,6.02,39,59.23,24.47,9.95,43.66,34.25,62.45,11.12,35.3,55.32,73.03,31.48,#N/A,30.77,25.61,48
8/2/2005,25.51,28.62,46.51,1.54,19.49,#N/A,149.59,83.31,27.56,26.81,2.8,13.58,5.91,39.65,59.81,24.66,9.89,43.94,34.25,62.97,11.04,35.55,55.36,73.42,31.62,#N/A,30.86,25.56,48.49
8/3/2005,25.61,28.1,46.11,1.54,19.54,#N/A,148.65,84.06,27.64,27.25,2.98,13.38,5.96,39.93,59,24.97,9.97,43.78,34.21,62.95,11.17,35.61,55,74.13,31.53,#N/A,30.63,25.77,48.56
8/4/2005,25.3,27.03,45.46,1.53,19.43,#N/A,148.86,83.12,27.01,27.32,2.95,13.3,5.91,39.56,58.52,24.74,9.76,43.71,34.01,62.82,11.1,35.46,54.17,73.73,31.16,#N/A,30.48,25.62,48.89
8/5/2005,25.15,27.1,45.27,1.54,19.3,#N/A,146.17,83.36,26.77,27.76,3,13.28,5.92,39.16,58.09,24.61,9.69,43.25,33.81,62.83,11.2,35.25,54.1,73.44,31.07,#N/A,30.19,25.48,48.85
8/8/2005,25,26.74,45.66,1.52,19.25,#N/A,145.62,83.36,26.71,27.13,3.11,13.29,5.92,39.2,58.85,24.47,9.78,42.94,33.76,63.2,11.17,34.99,54.25,73.05,31.06,#N/A,30.18,25.41,48.76
8/9/2005,25.4,26.57,45.93,1.57,19.61,#N/A,145.78,83.5,26.9,27.35,3.05,13.36,6.06,38.77,59.46,24.54,9.9,42.9,34.14,62.76,11.15,35.03,53.94,73.16,31.32,#N/A,30.22,26.14,48.66
8/10/2005,25.39,25.91,44.76,1.55,18.25,#N/A,142.84,82.02,26.88,26.95,2.98,13.35,6.13,39.21,59.9,24.65,9.85,42.75,33.88,62.64,10.96,34.8,53.71,73.06,31.45,#N/A,30.16,25.47,49.46
8/11/2005,25.22,26.69,45.21,1.57,18.06,#N/A,142.02,82.66,26.82,27.27,3,13.37,5.99,40.48,60.95,24.74,9.85,42.79,34.51,63.11,10.98,34.81,53.66,73.22,32.49,#N/A,30.23,25.88,49.72
8/12/2005,25.14,26.84,44.2,1.65,17.8,#N/A,144.86,82.19,26.31,27.05,3.16,13.3,5.88,40.79,61.05,24.46,9.66,42.69,34.25,62.45,10.91,34.31,53.55,73.06,32.59,#N/A,30.09,25.76,49.61
8/15/2005,25.1,26.85,45.04,1.7,17.71,#N/A,142,82.5,26.53,27.13,3.14,13.29,5.54,41.46,60.42,24.46,9.74,43.18,34.21,62.62,10.94,34.65,54.18,73,32.57,#N/A,30.37,26.17,49.48
8/16/2005,25.08,26.18,44.27,1.65,17.63,#N/A,142.82,81.3,26,26.74,3.18,13.3,5.5,40.25,59.07,24.26,9.71,43.72,33.88,62.54,10.76,34.58,53.58,72.14,32.38,#N/A,29.98,26.26,49.07
8/17/2005,24.87,26.83,44.12,1.68,17.84,#N/A,142.55,81.3,26.09,26.95,3.13,13.24,5.55,40.12,58.18,24.21,9.8,43.73,34.1,62.91,12.18,34.46,53.42,72.31,32.48,#N/A,30.01,26.29,49.05
8/18/2005,25.1,26.6,43.73,1.65,17.66,#N/A,139.99,81.15,25.88,26.82,3.06,13.09,5.08,39.93,58.11,24.05,9.85,43.8,33.99,62.65,12.1,34.66,54.18,71.78,32.41,#N/A,30.17,26.08,49.12
8/19/2005,25.02,26.16,43.72,1.64,17.82,#N/A,140,82.76,25.65,26.72,3.05,13.07,5.12,40.21,58.82,24.14,9.85,43.62,33.95,62.46,12.03,34.54,54.54,71.48,32.56,#N/A,30.32,25.97,49.11
8/22/2005,24.87,26.18,43.77,1.64,17.69,#N/A,137,82.6,26.06,26.91,3.06,13.09,5.04,40.55,59.07,24.03,9.95,43.74,33.97,63.05,12.04,34.51,55.16,72.35,32.64,#N/A,30.34,25.73,49.26
8/23/2005,24.7,27.05,43.42,1.63,17.76,#N/A,139.79,82.03,25.72,26.87,3.01,13.1,4.99,40.29,59,24.2,10.02,43.34,33.97,63.05,12.13,34.35,55.4,72.11,32.43,#N/A,30.03,25.8,49.02
8/24/2005,24.66,28.03,42.37,1.63,17.52,#N/A,141.28,81.32,25.53,26.81,3.01,12.95,4.95,39.62,58.88,23.91,9.94,42.91,33.54,62.29,12.13,33.85,54.62,71.95,31.93,#N/A,29.74,25.4,48.53
8/25/2005,24.99,27.59,42.31,1.65,17.48,#N/A,141.29,81.1,25.46,27.03,3.01,12.97,4.93,40.06,59.18,23.88,9.85,43.07,33.5,62.05,12.21,34.12,55,71.91,31.86,#N/A,29.79,25.2,48.78
8/26/2005,24.65,27.53,42.37,1.63,17.4,#N/A,141.79,80.38,25.41,26.97,3.03,12.9,4.81,39.85,58.41,23.71,9.73,42.84,33.38,61.76,12.26,33.65,54.96,71.33,31.65,#N/A,29.4,25.33,48.15
8/29/2005,24.5,27.3,42.79,1.64,17.64,#N/A,144.22,81.34,25.73,27.15,3.13,13.08,4.81,39.97,58.42,23.83,9.86,43.36,33.6,62.67,12.12,33.91,55.64,71.2,31.69,#N/A,29.64,25.35,48.92
8/30/2005,24.41,27.12,42.49,1.66,17.51,#N/A,143.63,80.54,25.57,27.18,3.06,13.03,4.78,39.86,58.61,23.81,9.76,43.1,33.24,62.26,12.3,33.58,55.4,70.42,31.4,#N/A,29.4,25.29,48.32
8/31/2005,24.4,27.04,42.7,1.67,17.62,#N/A,143,80.62,25.72,27.38,3.08,12.99,4.83,39.71,59.9,24.08,9.87,43.03,33.61,62.24,12.6,33.89,55.48,70.89,31.47,#N/A,29.81,25.19,48.35
9/1/2005,24.92,26.83,41.84,1.65,17.65,#N/A,143.12,79.54,25.26,27.2,3.06,13.31,4.81,40,61.68,24.02,9.9,43.1,33.14,61.82,12.67,34.06,55.76,69.65,31.48,#N/A,29.87,24.69,48.41
9/2/2005,25.31,26.64,41.51,1.65,17.72,#N/A,144.22,79.46,25.28,27.02,3.08,13.39,4.84,39.96,60.68,23.87,9.96,42.91,33.33,61.58,12.53,34.11,55.99,68.98,31.84,#N/A,29.65,24.76,48.46
9/5/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9/6/2005,25.71,27.35,43.62,1.74,18.2,#N/A,143.55,81.02,25.7,27,3.25,13.56,5.09,40.55,61.06,24.24,10.06,43.35,33.94,62.15,12.37,34.57,56.57,70.05,32.11,#N/A,30.12,25.17,49.86
9/7/2005,25.79,27.19,43.73,1.74,18.4,#N/A,147.43,80.98,25.66,26.85,3.23,13.41,5.21,40.6,61.46,24.08,9.98,43.31,34.01,62.87,12.47,34.89,56.26,69.73,32.29,#N/A,30.04,25.22,50.22
9/8/2005,25.8,27.61,42.96,1.78,18.37,#N/A,147.69,80.8,26.09,26.61,3.44,13.37,5.43,41.74,61.3,24.01,9.89,43.03,33.85,62.75,12.64,34.64,56.15,68.83,32.01,#N/A,29.9,24.95,50.21
9/9/2005,25.61,27.3,42.95,1.83,18.58,#N/A,149.54,81.44,25.25,26.58,3.57,13.28,5.49,42.81,63.2,24.05,10.04,42.95,33.98,62.75,12.63,34.82,56.9,68.5,32.37,#N/A,29.91,25.04,50.94
9/12/2005,25.71,27.25,44.5,1.84,18.48,#N/A,154.44,81.48,24.99,26.61,3.6,13.49,5.42,42.55,62.52,23.82,10.11,42.7,34.43,62.73,12.59,34.57,56.56,68.51,32.31,#N/A,29.9,25.12,51.29
9/13/2005,25.12,26.82,43.93,1.82,18.25,#N/A,155.84,80.75,24.9,26.48,3.48,13.64,5.91,42.85,61.87,23.79,9.99,42.66,34.28,62.53,12.5,34.15,55.54,68.43,32.42,#N/A,29.8,24.81,50.54
9/14/2005,25.59,27.19,43.1,1.77,17.84,#N/A,151.5,80.48,24.49,26.31,3.38,13.44,5.88,42.07,62.47,23.69,10.26,42.64,34.05,62.19,12.49,34.24,55.02,68.3,32.07,#N/A,29.6,24.11,49.87
9/15/2005,25.42,26.9,42.71,1.78,18.03,#N/A,151.31,80.01,24.55,26.27,3.35,13.37,5.78,42.25,62.46,23.91,10.23,42.73,34.38,62.37,12.65,34.13,55.5,68.46,31.89,#N/A,29.31,24,50.39
9/16/2005,26.27,29.43,42.8,1.83,18.42,#N/A,150.1,80.33,24.81,26.07,3.46,13.25,5.9,43.32,63.7,24.23,10.28,43.68,34.47,62.38,12.87,34.99,55.95,68.98,32.33,#N/A,29.99,24.11,52.05
9/19/2005,25.8,28.72,42.75,1.88,18.17,#N/A,151.89,79.43,24.68,26,3.32,13.29,5.78,42.71,64.63,24.06,10.21,43.39,34.05,62.2,13.11,34.59,55.56,67.26,32.02,#N/A,29.8,23.9,51.67
9/20/2005,25.79,27.74,41.87,1.9,17.97,#N/A,153.95,78.7,24.48,25.84,3.31,13.4,5.9,43.42,64.53,24.08,10.16,43,33.84,61.61,12.84,34.53,56.04,66.86,32.09,#N/A,29.62,23.75,51.21
9/21/2005,25.55,27.87,41.25,1.86,17.85,#N/A,155.94,77.56,24.5,25.49,3.24,13.29,5.75,43.73,64.97,23.94,10.06,42.26,33.55,60.56,12.75,34.01,55.9,67.92,31.83,#N/A,29.21,23.33,49.89
9/22/2005,25.2,27.88,42.08,1.85,18.11,#N/A,155.68,78.21,24.56,25.34,3.37,13.52,5.64,44,64.98,23.83,10.14,42.19,33.3,60.42,12.72,34.25,56.69,68.6,32.03,#N/A,29.4,23.23,49.89
9/23/2005,25.19,28.08,42.19,1.9,18.05,#N/A,157.68,78,24.38,25.27,3.45,12.45,5.78,44.76,63.83,23.77,10.19,42.23,33.4,61.29,12.93,34.07,56.74,68.37,32.54,#N/A,29.49,23.22,49.81
9/26/2005,25.29,28.15,43.34,1.92,17.92,#N/A,157.13,77.41,24.22,25.27,3.42,12.4,5.9,44.4,64.6,23.84,10.21,42,33.27,61.41,13.14,33.92,56.59,68.28,32.59,#N/A,29.32,23.26,49.89
9/27/2005,25.11,28.4,43.16,1.91,17.72,#N/A,156.97,77.99,23.82,25.4,3.47,12.33,5.89,44.35,64.62,23.64,10.21,41.92,33.64,61.6,12.88,33.88,57.1,68.5,32.69,#N/A,29.29,23.36,49.63
9/28/2005,25.04,29.02,43.37,1.82,17.92,#N/A,153,79.5,23.95,25.67,3.46,12.19,5.85,44.51,64.7,23.9,10.15,41.6,33.49,61.43,12.95,33.92,57.44,68.94,32.67,#N/A,29.06,23.37,49.56
9/29/2005,25.05,29.76,44.79,1.87,17.86,#N/A,154.81,80.36,24.48,25.94,3.49,12.32,5.73,44.99,64.8,23.72,10.31,42.1,33.65,60.95,13.14,34.35,58.14,70.37,32.41,#N/A,29.51,23.96,50.34
9/30/2005,25.46,29.85,45.3,1.91,17.92,#N/A,158.22,80.22,24.65,25.73,3.71,12.4,5.78,44.75,63.54,23.97,10.3,42.1,33.67,61.04,13.26,33.93,59.46,69.13,32.62,#N/A,29.29,24.13,50.28
10/3/2005,25.53,30.6,46.01,1.94,17.74,#N/A,159.34,80.45,24.6,25.5,3.81,12.38,6,45.05,62.49,23.96,10.28,42.05,33.23,61.41,13.12,34.12,59.31,69.32,32.54,#N/A,29.23,24.01,50.75
10/4/2005,25.36,29.94,44.93,1.92,17.67,#N/A,155.5,80.11,24.5,24.98,3.86,12.24,5.95,45.61,60.55,23.96,10.07,41.91,32.85,60.52,12.96,33.6,58.08,68.35,31.74,#N/A,28.89,24.56,49.93
10/5/2005,24.95,29.28,44.49,1.89,17.5,#N/A,155.35,79.82,24.07,24.67,3.71,12.17,5.84,45.15,58.95,23.32,9.95,41.96,32.68,60.1,12.47,33.45,57.11,66.9,31.48,#N/A,28.91,24.23,50.07
10/6/2005,25.25,28.94,44.01,1.85,17.73,#N/A,156.37,79.7,23.76,24.73,3.67,12.03,5.76,44.15,58.57,23.09,9.97,42.23,33.59,60.48,12.21,33.66,56.22,68.3,31.33,#N/A,29.13,24.09,50.07
10/7/2005,26.67,29.15,43.72,1.83,17.63,#N/A,156.49,80.5,23.82,24.59,3.89,11.98,5.7,43.92,59.6,22.75,10.03,42.27,34.22,60.33,12.3,33.9,56.04,68.44,31.56,#N/A,29.29,24.1,49.82
10/10/2005,25.63,29.09,43.76,1.8,17.49,#N/A,155.32,81.25,23.42,24.46,4.1,12.01,5.56,43.68,58.5,22.76,9.98,42.09,33.99,60.47,12.11,33.52,55.84,68.83,31.47,#N/A,28.93,23.88,49.05
10/11/2005,25.26,28.59,43.4,1.84,17.19,#N/A,153.05,83.19,23.42,24.41,4.03,12.08,5.44,43.46,59.4,22.56,10,41.88,33.8,59.57,12.37,33.31,56.01,69.46,31.41,#N/A,28.94,23.77,49.18
10/12/2005,25.08,28.29,42.55,1.76,17.43,#N/A,150.48,82.19,23.24,24.3,3.93,12,5.3,42.35,58.94,22.31,9.83,41.89,33.8,59.49,12.39,33.27,56.03,68.72,31.55,#N/A,28.94,23.34,48.21
10/13/2005,25,28.3,42.62,1.92,17.3,#N/A,148.72,82.2,23.2,24.59,3.99,12.08,5.46,41.7,58.16,22.25,9.87,42,34.02,59.29,12.37,33.75,56.2,68.13,31.77,#N/A,29.27,23.43,48.25
10/14/2005,25.52,29.94,43.79,1.93,17.27,#N/A,148.07,82.35,23.23,24.67,4.11,12.31,5.56,41.93,58.64,22.2,9.86,42.05,34.34,60.72,12.5,34.08,56.11,70.01,32.49,#N/A,29.49,23.39,47.95
10/17/2005,25.51,30.39,45.02,1.91,17.17,#N/A,152.5,82.59,23.46,24.53,4.16,12.38,5.72,42.19,58.86,22.2,9.95,42.05,34.01,61.18,12.43,34,55.78,70.4,32.16,#N/A,29.57,23.49,48.12
10/18/2005,25.76,30.36,44.65,1.86,16.98,#N/A,151.63,83.48,23.72,24.57,3.92,12.37,5.66,42.45,56.3,22.1,9.9,41.57,34,60.89,12.59,33.77,55.35,69.48,31.43,#N/A,29.45,23.39,47.89
10/19/2005,26.32,30.96,45.86,1.96,17.2,#N/A,154.35,84.17,23.69,25.09,4.05,12.19,5.73,44.02,57.17,22.41,9.99,42.44,34.41,62.71,12.55,34.73,55.67,70.83,32.65,#N/A,29.85,23.44,48.97
10/20/2005,26.28,30.48,45.01,2.01,16.93,#N/A,151.6,83.17,23.62,24.79,3.66,12.14,5.93,43.35,55.2,22.54,9.9,42.2,33.88,61.64,12.45,34.75,55.17,72.44,32.61,#N/A,29.56,22.96,47.36
10/21/2005,26.1,31.21,45.95,1.99,17.03,#N/A,169.95,83.33,23.15,24.78,3.74,12.26,6.14,45,55.37,23,9.9,42.26,33.73,60.8,12.52,35.13,54.81,71.68,32.04,#N/A,29.58,22.98,47.15
10/24/2005,26.48,32.35,46.93,2.03,17.16,#N/A,174.32,83.47,23.1,25.1,3.85,12.82,6.32,45.7,56.85,23.59,10.04,43.38,34.13,62.35,12.83,35.76,55.1,73.89,32.47,#N/A,29.99,23.3,49.54
10/25/2005,25.92,31.99,46.17,2,17.12,#N/A,173.45,83.36,23.11,25.03,3.92,12.97,6.3,45.16,57.2,23.69,9.9,43.18,33.91,61.23,12.48,35.72,55.59,73.52,32.24,#N/A,29.94,23.52,49.72
10/26/2005,26.14,32.88,39.75,2.04,17.1,#N/A,177.72,82.89,23.07,25.11,3.57,12.66,6.36,44.85,56.2,23.65,9.86,43.2,33.7,60.07,12.24,36.1,54.99,72.8,32.03,#N/A,29.87,23.58,50.14
10/27/2005,26.12,31.79,39.06,1.98,17.05,#N/A,176.53,82.31,22.84,24.85,3.7,12.45,6.06,43.05,55.6,23.7,9.57,43.18,33.58,59.82,12.17,36.03,55.02,71.97,31.72,#N/A,29.8,23.42,48.9
10/28/2005,26.16,32.31,38.95,1.95,17.14,#N/A,179.08,81.42,23.33,25.53,3.75,12.71,6.15,41.07,56.31,23.89,9.8,43.98,34.05,61.32,12.69,36.44,55.92,72.82,32.33,#N/A,30.33,23.82,49.54
10/31/2005,26.31,32.25,39.86,2.06,17.45,#N/A,186.07,81.88,23.5,25.7,3.77,12.68,6.25,39.76,56.14,23.85,9.95,43.74,33.91,60.56,12.73,36.62,55.99,72.94,32.27,#N/A,30.1,24.37,49.77
11/1/2005,26.47,32.8,40.37,2.05,17.48,#N/A,189.69,81.59,22.65,25.96,3.67,12.73,6.42,39.49,56.4,23.78,9.91,43.62,33.6,59.95,12.84,36.85,55.25,72.8,32.03,#N/A,29.95,24.66,49.15
11/2/2005,26.33,32.87,40.75,2.14,17.63,#N/A,189.84,81.06,23.37,26.46,3.87,12.48,6.73,40.38,57.38,23.91,9.93,44.08,33.81,59.98,13.07,37.2,55.65,73.88,32.02,#N/A,29.82,24.82,49.97
11/3/2005,26.12,32.68,41.56,2.21,17.51,#N/A,192.97,82.87,23.89,26.44,3.87,12.2,6.63,44.02,58.57,23.52,9.81,44.01,33.98,59.97,13.05,37.09,55.96,74.26,32.42,#N/A,29.75,24.9,49.73
11/4/2005,26.38,32.45,41.09,2.18,17.87,#N/A,195.21,83,23.99,26.66,3.94,12.61,6.68,44.8,57.9,23.66,9.69,44.23,34.02,59.16,12.95,37.31,55.92,74.1,32.49,#N/A,29.86,24.81,49.4
11/7/2005,26.41,32.49,41.39,2.15,17.85,#N/A,197.51,83.61,24.5,27.01,3.97,12.61,6.61,44.64,57.1,23.41,9.66,44.46,34.02,59.68,13.04,37.68,55.58,74.81,32.5,#N/A,30.15,25.16,49.8
11/8/2005,26.43,32.27,41.95,2.14,17.86,#N/A,194.95,83.15,24.55,27.05,4.08,12.62,6.56,45.29,57.37,23.6,9.5,44.39,33.76,59.5,12.96,37.34,55.71,74.69,32.43,#N/A,30.08,25.16,49.13
